date,store_id,product_id,customer_id,selling_price,competitor_price,promotion,discount_rate,demand_units,units_sold,inventory_available,stockout,festival,festival_flag,season,rainfall_mm,temperature_c,weather,revenue,profit,price_gap_pct,year,month,day,dayofweek,weekend
2025-01-01,S001,P020,C0646,17999.0,17850.21,0,0.0,2,2,41,0,,0,Winter,32.8,29.2,Normal,35998.0,7919.56,-0.008335476165266453,2025,1,1,2,0
2025-01-01,S002,P001,C0181,22000.0,21886.03,0,0.0,4,4,33,0,,0,Winter,32.8,29.2,Normal,88000.0,24640.0,-0.0052074314071579525,2025,1,1,2,0
2025-01-01,S002,P002,,59000.0,56753.31,0,0.0,0,0,23,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.03958694215368236,2025,1,1,2,0
2025-01-01,S002,P003,C0331,69900.0,70367.22,0,0.0,1,1,34,0,,0,Winter,32.8,29.2,Normal,69900.0,12582.0,0.00663973935591034,2025,1,1,2,0
2025-01-01,S002,P004,,129900.0,129751.6,0,0.0,0,0,42,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.0011437238538869207,2025,1,1,2,0
2025-01-01,S002,P005,C0275,24999.0,23984.95,0,0.0,2,2,30,0,,0,Winter,32.8,29.2,Normal,49998.0,10999.56,-0.04227859553595064,2025,1,1,2,0
2025-01-01,S002,P006,C0669,39999.0,42450.93,0,0.0,3,3,27,0,,0,Winter,32.8,29.2,Normal,119997.0,23999.4,0.057759158633273765,2025,1,1,2,0
2025-01-01,S002,P007,C0275,17999.0,17771.61,0,0.0,6,6,16,0,,0,Winter,32.8,29.2,Normal,107994.0,28078.44,-0.012795126609237959,2025,1,1,2,0
2025-01-01,S002,P008,C0601,24999.0,26181.73,0,0.0,3,3,17,0,,0,Winter,32.8,29.2,Normal,74997.0,18749.25,0.04517386742587291,2025,1,1,2,0
2025-01-01,S002,P009,C0603,33999.0,36096.27,0,0.0,2,2,28,0,,0,Winter,32.8,29.2,Normal,67998.0,14959.56,0.05810212523343816,2025,1,1,2,0
2025-01-01,S002,P010,C0099,32999.0,33690.06,0,0.0,2,2,17,0,,0,Winter,32.8,29.2,Normal,65998.0,14519.56,0.020512281664087202,2025,1,1,2,0
2025-01-01,S002,P011,C0172,1299.0,1375.86,0,0.0,5,5,25,0,,0,Winter,32.8,29.2,Normal,6495.0,2273.25,0.05586324189961181,2025,1,1,2,0
2025-01-01,S002,P012,C0621,4490.0,4353.33,0,0.0,4,4,25,0,,0,Winter,32.8,29.2,Normal,17960.0,4490.0,-0.03139435788235674,2025,1,1,2,0
2025-01-01,S002,P013,C0387,6999.0,7392.75,0,0.0,2,2,37,0,,0,Winter,32.8,29.2,Normal,13998.0,3219.54,0.05326164147306483,2025,1,1,2,0
2025-01-01,S002,P014,C0490,7999.0,7522.93,0,0.0,4,4,22,0,,0,Winter,32.8,29.2,Normal,31996.0,6399.2,-0.06328252422925638,2025,1,1,2,0
2025-01-01,S002,P015,,19900.0,20603.54,0,0.0,0,0,21,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,0.03414655928058969,2025,1,1,2,0
2025-01-01,S002,P016,C0520,1499.0,1548.67,0,0.0,2,2,23,0,,0,Winter,32.8,29.2,Normal,2998.0,959.36,0.032072681720444036,2025,1,1,2,0
2025-01-01,S002,P017,C0274,3999.0,3761.29,0,0.0,2,2,21,0,,0,Winter,32.8,29.2,Normal,7998.0,2159.46,-0.06319906202393329,2025,1,1,2,0
2025-01-01,S002,P018,C0044,1265.01,1577.85,1,0.156,11,11,34,0,,0,Winter,32.8,29.2,Normal,13915.11,5287.76,0.1982697975092689,2025,1,1,2,0
2025-01-01,S002,P019,,1900.0,1828.05,0,0.0,0,0,26,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.03935887968053393,2025,1,1,2,0
2025-01-01,S002,P020,C0195,16835.61,19094.87,1,0.065,3,3,19,0,,0,Winter,32.8,29.2,Normal,50506.83,11111.51,0.11831764238248275,2025,1,1,2,0
2025-01-01,S003,P001,,22000.0,20788.3,0,0.0,0,0,20,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.05828759446419384,2025,1,1,2,0
2025-01-01,S003,P002,C0301,59000.0,56217.53,0,0.0,1,1,27,0,,0,Winter,32.8,29.2,Normal,59000.0,11800.0,-0.0494947038761753,2025,1,1,2,0
2025-01-01,S003,P003,C0476,69900.0,67459.56,0,0.0,2,2,25,0,,0,Winter,32.8,29.2,Normal,139800.0,25164.0,-0.03617634031410822,2025,1,1,2,0
2025-01-01,S003,P004,C0502,129900.0,125215.58,0,0.0,1,1,22,0,,0,Winter,32.8,29.2,Normal,129900.0,20784.0,-0.03741083976930026,2025,1,1,2,0
2025-01-01,S003,P005,C0559,24999.0,24493.33,0,0.0,2,2,37,0,,0,Winter,32.8,29.2,Normal,49998.0,10999.56,-0.02064521239047521,2025,1,1,2,0
2025-01-01,S003,P006,C0658,35934.13,40091.38,1,0.102,4,4,29,0,,0,Winter,32.8,29.2,Normal,143736.52,28747.3,0.10369436023404532,2025,1,1,2,0
2025-01-01,S003,P007,C0714,17999.0,18441.84,0,0.0,2,2,34,0,,0,Winter,32.8,29.2,Normal,35998.0,9359.48,0.02401278831179536,2025,1,1,2,0
2025-01-01,S003,P008,C0696,24999.0,26479.05,0,0.0,7,7,22,0,,0,Winter,32.8,29.2,Normal,174993.0,43748.25,0.05589513218941009,2025,1,1,2,0
2025-01-01,S003,P009,C0486,33999.0,36191.49,0,0.0,2,2,28,0,,0,Winter,32.8,29.2,Normal,67998.0,14959.56,0.060580263481829516,2025,1,1,2,0
2025-01-01,S003,P010,C0444,32999.0,32336.61,0,0.0,4,4,20,0,,0,Winter,32.8,29.2,Normal,131996.0,29039.12,-0.02048421278544657,2025,1,1,2,0
2025-01-01,S003,P011,C0031,1299.0,1261.83,0,0.0,4,4,26,0,,0,Winter,32.8,29.2,Normal,5196.0,1818.6,-0.029457216899265413,2025,1,1,2,0
2025-01-01,S003,P012,C0799,4490.0,4392.53,0,0.0,2,2,27,0,,0,Winter,32.8,29.2,Normal,8980.0,2245.0,-0.022189945202423265,2025,1,1,2,0
2025-01-01,S003,P013,C0636,6999.0,6892.99,0,0.0,2,2,33,0,,0,Winter,32.8,29.2,Normal,13998.0,3219.54,-0.015379392687353416,2025,1,1,2,0
2025-01-01,S003,P014,C0508,7366.64,8417.33,1,0.079,3,3,25,0,,0,Winter,32.8,29.2,Normal,22099.920000000002,4419.99,0.12482461778259847,2025,1,1,2,0
2025-01-01,S003,P015,C0216,19900.0,20627.03,0,0.0,2,2,23,0,,0,Winter,32.8,29.2,Normal,39800.0,7164.0,0.03524647028680323,2025,1,1,2,0
2025-01-01,S003,P016,C0664,1499.0,1463.06,0,0.0,3,3,13,0,,0,Winter,32.8,29.2,Normal,4497.0,1439.04,-0.02456495290692115,2025,1,1,2,0
2025-01-01,S003,P017,C0333,3999.0,4148.31,0,0.0,8,8,22,0,,0,Winter,32.8,29.2,Normal,31992.0,8637.84,0.03599297063141385,2025,1,1,2,0
2025-01-01,S003,P018,C0516,1499.0,1424.12,0,0.0,8,8,34,0,,0,Winter,32.8,29.2,Normal,11992.0,4556.96,-0.05257983877763118,2025,1,1,2,0
2025-01-01,S003,P019,C0722,1900.0,1946.6,0,0.0,3,3,18,0,,0,Winter,32.8,29.2,Normal,5700.0,1596.0,0.023939175999178008,2025,1,1,2,0
2025-01-01,S003,P020,,17999.0,17361.17,0,0.0,0,0,33,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.03673888338170767,2025,1,1,2,0
2025-01-01,S004,P001,C0627,22000.0,21982.82,0,0.0,4,4,34,0,,0,Winter,32.8,29.2,Normal,88000.0,24640.0,-0.0007815193865027459,2025,1,1,2,0
2025-01-01,S004,P002,C0589,59000.0,57958.08,0,0.0,1,1,28,0,,0,Winter,32.8,29.2,Normal,59000.0,11800.0,-0.017977131057481513,2025,1,1,2,0
2025-01-01,S004,P003,C0118,69900.0,70728.85,0,0.0,1,1,34,0,,0,Winter,32.8,29.2,Normal,69900.0,12582.0,0.011718697532902143,2025,1,1,2,0
2025-01-01,S004,P004,,129900.0,126625.78,0,0.0,0,0,34,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.025857451776407626,2025,1,1,2,0
2025-01-01,S004,P005,C0738,18949.53,25021.77,1,0.242,3,3,27,0,,0,Winter,32.8,29.2,Normal,56848.59,12506.69,0.24267827575747045,2025,1,1,2,0
2025-01-01,S004,P006,C0746,39999.0,40958.12,0,0.0,4,4,25,0,,0,Winter,32.8,29.2,Normal,159996.0,31999.2,0.023417090432861727,2025,1,1,2,0
2025-01-01,S004,P007,C0128,17999.0,18631.08,0,0.0,3,3,35,0,,0,Winter,32.8,29.2,Normal,53997.0,14039.22,0.03392610626973861,2025,1,1,2,0
2025-01-01,S004,P008,C0655,24999.0,25899.93,0,0.0,4,4,39,0,,0,Winter,32.8,29.2,Normal,99996.0,24999.0,0.03478503609855317,2025,1,1,2,0
2025-01-01,S004,P009,C0513,33999.0,35262.94,0,0.0,3,3,39,0,,0,Winter,32.8,29.2,Normal,101997.0,22439.34,0.0358432961063372,2025,1,1,2,0
2025-01-01,S004,P010,,32999.0,31493.93,0,0.0,0,0,35,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.04778920890470004,2025,1,1,2,0
2025-01-01,S004,P011,C0549,1299.0,1355.51,0,0.0,4,4,31,0,,0,Winter,32.8,29.2,Normal,5196.0,1818.6,0.04168910594536373,2025,1,1,2,0
2025-01-01,S004,P012,C0317,4490.0,4295.48,0,0.0,2,2,27,0,,0,Winter,32.8,29.2,Normal,8980.0,2245.0,-0.045284811010643855,2025,1,1,2,0
2025-01-01,S004,P013,C0281,6999.0,6912.21,0,0.0,3,3,25,0,,0,Winter,32.8,29.2,Normal,20997.0,4829.31,-0.012556042134136544,2025,1,1,2,0
2025-01-01,S004,P014,C0443,7999.0,8208.74,0,0.0,3,3,30,0,,0,Winter,32.8,29.2,Normal,23997.0,4799.4,0.02555081535046789,2025,1,1,2,0
2025-01-01,S004,P015,C0204,19900.0,19148.91,0,0.0,2,2,25,0,,0,Winter,32.8,29.2,Normal,39800.0,7164.0,-0.03922364249453364,2025,1,1,2,0
2025-01-01,S004,P016,C0497,1499.0,1487.01,0,0.0,4,4,19,0,,0,Winter,32.8,29.2,Normal,5996.0,1918.72,-0.008063160301544716,2025,1,1,2,0
2025-01-01,S004,P017,C0141,3999.0,3859.26,0,0.0,3,3,30,0,,0,Winter,32.8,29.2,Normal,11997.0,3239.19,-0.03620901416333695,2025,1,1,2,0
2025-01-01,S004,P018,C0074,1499.0,1587.41,0,0.0,10,10,28,0,,0,Winter,32.8,29.2,Normal,14990.0,5696.2,0.055694496065918746,2025,1,1,2,0
2025-01-01,S004,P019,C0770,1900.0,1921.76,0,0.0,6,6,19,0,,0,Winter,32.8,29.2,Normal,11400.0,3192.0,0.01132295395887103,2025,1,1,2,0
2025-01-01,S004,P020,C0235,17999.0,17738.55,0,0.0,2,2,23,0,,0,Winter,32.8,29.2,Normal,35998.0,7919.56,-0.014682710819091794,2025,1,1,2,0
2025-01-01,S005,P001,C0120,22000.0,23338.19,0,0.0,2,2,19,0,,0,Winter,32.8,29.2,Normal,44000.0,12320.0,0.05733906528312602,2025,1,1,2,0
2025-01-01,S005,P002,,59000.0,56657.79,0,0.0,0,0,29,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.04133959337277361,2025,1,1,2,0
2025-01-01,S005,P003,,69900.0,70260.71,0,0.0,0,0,33,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,0.005133879233500577,2025,1,1,2,0
2025-01-01,S005,P004,C0763,129900.0,133534.09,0,0.0,1,1,24,0,,0,Winter,32.8,29.2,Normal,129900.0,20784.0,0.0272146985088227,2025,1,1,2,0
2025-01-01,S005,P005,C0574,24999.0,25828.28,0,0.0,3,3,32,0,,0,Winter,32.8,29.2,Normal,74997.0,16499.34,0.03210744192025171,2025,1,1,2,0
2025-01-01,S005,P006,C0329,33440.44,40638.97,1,0.164,3,3,28,0,,0,Winter,32.8,29.2,Normal,100321.32,20064.27,0.17713367243313496,2025,1,1,2,0
2025-01-01,S005,P007,C0054,17999.0,19018.59,0,0.0,1,1,18,0,,0,Winter,32.8,29.2,Normal,17999.0,4679.74,0.053610178251910376,2025,1,1,2,0
2025-01-01,S005,P008,C0698,24999.0,24893.75,0,0.0,2,2,25,0,,0,Winter,32.8,29.2,Normal,49998.0,12499.5,-0.004227968867687673,2025,1,1,2,0
2025-01-01,S005,P009,,33999.0,33905.8,0,0.0,0,0,18,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.0027487922420352,2025,1,1,2,0
2025-01-01,S005,P010,,32999.0,32356.52,0,0.0,0,0,21,0,,0,Winter,32.8,29.2,Normal,0.0,0.0,-0.01985627626209492,2025,1,1,2,0
2025-01-01,S005,P011,C0182,1299.0,1345.15,0,0.0,3,3,10,0,,0,Winter,32.8,29.2,Normal,3897.0,1363.95,0.034308441437757936,2025,1,1,2,0
2025-01-01,S005,P012,C0135,4490.0,4286.68,0,0.0,1,1,17,0,,0,Winter,32.8,29.2,Normal,4490.0,1122.5,-0.047430645627851785,2025,1,1,2,0
2025-01-01,S005,P013,C0314,6999.0,7304.2,0,0.0,2,2,21,0,,0,Winter,32.8,29.2,Normal,13998.0,3219.54,0.04178417896552666,2025,1,1,2,0
2025-01-01,S005,P014,C0769,7999.0,7970.99,0,0.0,2,2,30,0,,0,Winter,32.8,29.2,Normal,15998.0,3199.6,-0.0035139926157227923,2025,1,1,2,0
2025-01-01,S005,P015,C0163,19900.0,21065.01,0,0.0,2,2,24,0,,0,Winter,32.8,29.2,Normal,39800.0,7164.0,0.055305456774053206,2025,1,1,2,0
2025-01-01,S005,P016,C0499,1499.0,1434.4,0,0.0,7,7,26,0,,0,Winter,32.8,29.2,Normal,10493.0,3357.76,-0.04503625209146675,2025,1,1,2,0
2025-01-01,S005,P017,C0724,3999.0,3844.79,0,0.0,3,3,18,0,,0,Winter,32.8,29.2,Normal,11997.0,3239.19,-0.04010882258848989,2025,1,1,2,0
2025-01-01,S005,P018,C0468,1403.11,1491.02,1,0.064,7,7,43,0,,0,Winter,32.8,29.2,Normal,9821.769999999999,3732.28,0.05895963836836533,2025,1,1,2,0
2025-01-01,S005,P019,C0721,1492.0,1996.96,1,0.215,2,2,31,0,,0,Winter,32.8,29.2,Normal,2984.0,835.52,0.2528643538178031,2025,1,1,2,0
2025-01-01,S005,P020,C0771,17999.0,19033.98,0,0.0,2,2,22,0,,0,Winter,32.8,29.2,Normal,35998.0,7919.56,0.05437538549478352,2025,1,1,2,0
2025-01-02,S001,P001,C0549,22000.0,20977.85,0,0.0,2,2,32,0,,0,Winter,24.6,28.4,Normal,44000.0,12320.0,-0.04872520301174818,2025,1,2,3,0
2025-01-02,S001,P002,C0110,45561.97,55953.6,1,0.228,5,5,29,0,,0,Winter,24.6,28.4,Normal,227809.85,45561.97,0.18571870263932969,2025,1,2,3,0
2025-01-02,S001,P003,C0545,69900.0,73844.97,0,0.0,8,8,37,0,,0,Winter,24.6,28.4,Normal,559200.0,100656.0,0.053422325176650506,2025,1,2,3,0
2025-01-02,S001,P004,C0234,129900.0,125198.69,0,0.0,1,1,30,0,,0,Winter,24.6,28.4,Normal,129900.0,20784.0,-0.03755079226467943,2025,1,2,3,0
2025-01-02,S001,P005,C0608,24999.0,25945.84,0,0.0,3,3,39,0,,0,Winter,24.6,28.4,Normal,74997.0,16499.34,0.03649294067950778,2025,1,2,3,0
2025-01-02,S001,P006,C0653,39999.0,42335.58,0,0.0,4,4,11,0,,0,Winter,24.6,28.4,Normal,159996.0,31999.2,0.05519187406904551,2025,1,2,3,0
2025-01-02,S001,P007,C0642,17999.0,18968.42,0,0.0,1,1,35,0,,0,Winter,24.6,28.4,Normal,17999.0,4679.74,0.051107050560879524,2025,1,2,3,0
2025-01-02,S001,P008,C0607,24999.0,25283.18,0,0.0,8,8,36,0,,0,Winter,24.6,28.4,Normal,199992.0,49998.0,0.01123988359059265,2025,1,2,3,0
2025-01-02,S001,P009,C0656,33999.0,35011.89,0,0.0,5,5,33,0,,0,Winter,24.6,28.4,Normal,169995.0,37398.9,0.028929886390023488,2025,1,2,3,0
2025-01-02,S001,P010,C0653,32999.0,33615.48,0,0.0,4,4,31,0,,0,Winter,24.6,28.4,Normal,131996.0,29039.12,0.018339169930044228,2025,1,2,3,0
2025-01-02,S001,P011,C0412,1299.0,1233.67,0,0.0,8,8,41,0,,0,Winter,24.6,28.4,Normal,10392.0,3637.2,-0.05295581476407785,2025,1,2,3,0
2025-01-02,S001,P012,C0498,4490.0,4434.36,0,0.0,5,5,32,0,,0,Winter,24.6,28.4,Normal,22450.0,5612.5,-0.012547470209906353,2025,1,2,3,0
2025-01-02,S001,P013,C0440,6999.0,6666.77,0,0.0,2,2,24,0,,0,Winter,24.6,28.4,Normal,13998.0,3219.54,-0.049833727577222486,2025,1,2,3,0
2025-01-02,S001,P014,C0545,7999.0,7800.59,0,0.0,3,3,33,0,,0,Winter,24.6,28.4,Normal,23997.0,4799.4,-0.025435255538363104,2025,1,2,3,0
2025-01-02,S001,P015,C0796,17904.97,20940.13,1,0.1,3,3,31,0,,0,Winter,24.6,28.4,Normal,53714.91,9668.68,0.14494465889180247,2025,1,2,3,0
2025-01-02,S001,P016,C0062,1230.38,1526.3,1,0.179,8,8,34,0,,0,Winter,24.6,28.4,Normal,9843.04,3149.76,0.19388062635130698,2025,1,2,3,0
2025-01-02,S001,P017,C0133,3999.0,4007.45,0,0.0,4,4,18,0,,0,Winter,24.6,28.4,Normal,15996.0,4318.92,0.002108572783191261,2025,1,2,3,0
2025-01-02,S001,P018,C0359,1345.93,1505.03,1,0.102,8,8,47,0,,0,Winter,24.6,28.4,Normal,10767.44,4091.63,0.10571217849478078,2025,1,2,3,0
2025-01-02,S001,P019,C0424,1900.0,1801.1,0,0.0,6,6,30,0,,0,Winter,24.6,28.4,Normal,11400.0,3192.0,-0.05491088779079457,2025,1,2,3,0
2025-01-02,S001,P020,C0517,17999.0,19168.08,0,0.0,1,1,40,0,,0,Winter,24.6,28.4,Normal,17999.0,3959.78,0.06099098083897822,2025,1,2,3,0
2025-01-02,S002,P001,C0639,22000.0,22902.73,0,0.0,1,1,40,0,,0,Winter,24.6,28.4,Normal,22000.0,6160.0,0.03941582510032645,2025,1,2,3,0
2025-01-02,S002,P002,C0513,59000.0,57778.97,0,0.0,3,3,36,0,,0,Winter,24.6,28.4,Normal,177000.0,35400.0,-0.02113277547176765,2025,1,2,3,0
2025-01-02,S002,P003,C0199,69900.0,68517.82,0,0.0,1,1,31,0,,0,Winter,24.6,28.4,Normal,69900.0,12582.0,-0.020172562407852333,2025,1,2,3,0
2025-01-02,S002,P004,C0714,129900.0,133177.23,0,0.0,1,1,25,0,,0,Winter,24.6,28.4,Normal,129900.0,20784.0,0.024608035472730664,2025,1,2,3,0
2025-01-02,S002,P005,C0030,20412.04,24357.65,1,0.183,4,4,30,0,,0,Winter,24.6,28.4,Normal,81648.16,17962.59,0.16198648063339446,2025,1,2,3,0
2025-01-02,S002,P006,C0787,39999.0,40932.51,0,0.0,2,2,27,0,,0,Winter,24.6,28.4,Normal,79998.0,15999.6,0.022806077614101895,2025,1,2,3,0
2025-01-02,S002,P007,C0399,17999.0,17645.36,0,0.0,4,4,22,0,,0,Winter,24.6,28.4,Normal,71996.0,18718.96,-0.020041529331223586,2025,1,2,3,0
2025-01-02,S002,P008,C0726,24999.0,25239.19,0,0.0,3,3,26,0,,0,Winter,24.6,28.4,Normal,74997.0,18749.25,0.009516549461373312,2025,1,2,3,0
2025-01-02,S002,P009,C0401,33999.0,34342.39,0,0.0,2,2,28,0,,0,Winter,24.6,28.4,Normal,67998.0,14959.56,0.009999012881747584,2025,1,2,3,0
2025-01-02,S002,P010,C0051,32999.0,35094.58,0,0.0,5,5,37,0,,0,Winter,24.6,28.4,Normal,164995.0,36298.9,0.05971235444333574,2025,1,2,3,0
2025-01-02,S002,P011,C0689,1299.0,1359.34,0,0.0,3,3,26,0,,0,Winter,24.6,28.4,Normal,3897.0,1363.95,0.044389188871069726,2025,1,2,3,0
2025-01-02,S002,P012,C0433,4490.0,4719.17,0,0.0,2,2,28,0,,0,Winter,24.6,28.4,Normal,8980.0,2245.0,0.04856150551897899,2025,1,2,3,0
2025-01-02,S002,P013,C0097,6999.0,6632.44,0,0.0,6,6,39,0,,0,Winter,24.6,28.4,Normal,41994.0,9658.62,-0.05526774460078047,2025,1,2,3,0
2025-01-02,S002,P014,C0208,7999.0,7676.79,0,0.0,1,1,40,0,,0,Winter,24.6,28.4,Normal,7999.0,1599.8,-0.04197197005519234,2025,1,2,3,0
2025-01-02,S002,P015,C0100,19900.0,18759.38,0,0.0,2,2,31,0,,0,Winter,24.6,28.4,Normal,39800.0,7164.0,-0.06080264912806281,2025,1,2,3,0
2025-01-02,S002,P016,C0044,1190.43,1497.4,1,0.206,6,6,33,0,,0,Winter,24.6,28.4,Normal,7142.58,2285.63,0.205002003472686,2025,1,2,3,0
2025-01-02,S002,P017,C0680,3768.48,3876.16,1,0.058,5,5,26,0,,0,Winter,24.6,28.4,Normal,18842.4,5087.44,0.02778007099810117,2025,1,2,3,0
2025-01-02,S002,P018,C0023,1499.0,1473.84,0,0.0,4,4,29,0,,0,Winter,24.6,28.4,Normal,5996.0,2278.48,-0.01707105248873696,2025,1,2,3,0
2025-01-02,S002,P019,C0147,1900.0,1986.29,0,0.0,3,3,30,0,,0,Winter,24.6,28.4,Normal,5700.0,1596.0,0.043442800396719494,2025,1,2,3,0
2025-01-02,S002,P020,C0028,17999.0,18259.11,0,0.0,2,2,15,0,,0,Winter,24.6,28.4,Normal,35998.0,7919.56,0.014245491702498126,2025,1,2,3,0
2025-01-02,S003,P001,C0584,22000.0,20869.77,0,0.0,3,3,29,0,,0,Winter,24.6,28.4,Normal,66000.0,18480.0,-0.054156322757749585,2025,1,2,3,0
2025-01-02,S003,P002,C0707,59000.0,60356.12,0,0.0,2,2,24,0,,0,Winter,24.6,28.4,Normal,118000.0,23600.0,0.022468641125373907,2025,1,2,3,0
2025-01-02,S003,P003,C0774,69900.0,74609.21,0,0.0,1,1,26,0,,0,Winter,24.6,28.4,Normal,69900.0,12582.0,0.06311834691722384,2025,1,2,3,0
2025-01-02,S003,P004,C0427,129900.0,126516.41,0,0.0,1,1,26,0,,0,Winter,24.6,28.4,Normal,129900.0,20784.0,-0.026744277679077333,2025,1,2,3,0
2025-01-02,S003,P005,C0691,21927.2,23500.41,1,0.123,1,1,37,0,,0,Winter,24.6,28.4,Normal,21927.2,4823.98,0.06694393842490404,2025,1,2,3,0
2025-01-02,S003,P006,C0671,33720.74,38872.93,1,0.157,3,3,23,0,,0,Winter,24.6,28.4,Normal,101162.22,20232.44,0.13253927604633872,2025,1,2,3,0
2025-01-02,S003,P007,C0198,17999.0,19158.05,0,0.0,2,2,38,0,,0,Winter,24.6,28.4,Normal,35998.0,9359.48,0.06049937232651545,2025,1,2,3,0
2025-01-02,S003,P008,C0675,24999.0,25579.53,0,0.0,6,6,25,0,,0,Winter,24.6,28.4,Normal,149994.0,37498.5,0.022695100339998383,2025,1,2,3,0
2025-01-02,S003,P009,,33999.0,32387.92,0,0.0,0,0,20,0,,0,Winter,24.6,28.4,Normal,0.0,0.0,-0.04974323760216778,2025,1,2,3,0
2025-01-02,S003,P010,C0339,32999.0,33976.23,0,0.0,4,4,17,0,,0,Winter,24.6,28.4,Normal,131996.0,29039.12,0.028762166962020302,2025,1,2,3,0
2025-01-02,S003,P011,C0019,1299.0,1339.02,0,0.0,6,6,29,0,,0,Winter,24.6,28.4,Normal,7794.0,2727.9,0.029887529685889667,2025,1,2,3,0
2025-01-02,S003,P012,C0030,4490.0,4528.69,0,0.0,3,3,17,0,,0,Winter,24.6,28.4,Normal,13470.0,3367.5,0.008543309433853853,2025,1,2,3,0
