date,store_id,product_id,customer_id,selling_price,competitor_price,promotion,discount_rate,demand_units,units_sold,inventory_available,stockout,festival,festival_flag,season,rainfall_mm,temperature_c,weather,revenue,profit
2025-01-01,S004,P016,C0497,1499.0,1487.01,0,0.0,4,4,19,0,None,0,Winter,32.8,29.2,Normal,5996.0,1918.72
2025-01-01,S004,P017,C0141,3999.0,3859.26,0,0.0,3,3,30,0,None,0,Winter,32.8,29.2,Normal,11997.0,3239.19
2025-01-01,S004,P018,C0074,1499.0,1587.41,0,0.0,10,10,28,0,None,0,Winter,32.8,29.2,Normal,14990.0,5696.2
2025-01-01,S004,P019,C0770,1900.0,1921.76,0,0.0,6,6,19,0,None,0,Winter,32.8,29.2,Normal,11400.0,3192.0
2025-01-01,S004,P020,C0235,17999.0,17738.55,0,0.0,2,2,23,0,None,0,Winter,32.8,29.2,Normal,35998.0,7919.56
2025-01-01,S005,P001,C0120,22000.0,23338.19,0,0.0,2,2,19,0,None,0,Winter,32.8,29.2,Normal,44000.0,12320.0
2025-01-01,S005,P002,,59000.0,56657.79,0,0.0,0,0,29,0,None,0,Winter,32.8,29.2,Normal,0.0,0.0
2025-01-01,S005,P003,,69900.0,70260.71,0,0.0,0,0,33,0,None,0,Winter,32.8,29.2,Normal,0.0,0.0
2025-01-01,S005,P004,C0763,129900.0,133534.09,0,0.0,1,1,24,0,None,0,Winter,32.8,29.2,Normal,129900.0,20784.0
2025-01-01,S005,P005,C0574,24999.0,25828.28,0,0.0,3,3,32,0,None,0,Winter,32.8,29.2,Normal,74997.0,16499.34
2025-01-01,S005,P006,C0329,33440.44,40638.97,1,0.164,3,3,28,0,None,0,Winter,32.8,29.2,Normal,100321.33,20064.27
2025-01-01,S005,P007,C0054,17999.0,19018.59,0,0.0,1,1,18,0,None,0,Winter,32.8,29.2,Normal,17999.0,4679.74
2025-01-01,S005,P008,C0698,24999.0,24893.75,0,0.0,2,2,25,0,None,0,Winter,32.8,29.2,Normal,49998.0,12499.5
2025-01-01,S005,P009,,33999.0,33905.8,0,0.0,0,0,18,0,None,0,Winter,32.8,29.2,Normal,0.0,0.0
2025-01-01,S005,P010,,32999.0,32356.52,0,0.0,0,0,21,0,None,0,Winter,32.8,29.2,Normal,0.0,0.0
2025-01-01,S005,P011,C0182,1299.0,1345.15,0,0.0,3,3,10,0,None,0,Winter,32.8,29.2,Normal,3897.0,1363.95
2025-01-01,S005,P012,C0135,4490.0,4286.68,0,0.0,1,1,17,0,None,0,Winter,32.8,29.2,Normal,4490.0,1122.5
2025-01-01,S005,P013,C0314,6999.0,7304.2,0,0.0,2,2,21,0,None,0,Winter,32.8,29.2,Normal,13998.0,3219.54
2025-01-01,S005,P014,C0769,7999.0,7970.99,0,0.0,2,2,30,0,None,0,Winter,32.8,29.2,Normal,15998.0,3199.6
2025-01-01,S005,P015,C0163,19900.0,21065.01,0,0.0,2,2,24,0,None,0,Winter,32.8,29.2,Normal,39800.0,7164.0
2025-01-01,S005,P016,C0499,1499.0,1434.4,0,0.0,7,7,26,0,None,0,Winter,32.8,29.2,Normal,10493.0,3357.76
2025-01-01,S005,P017,C0724,3999.0,3844.79,0,0.0,3,3,18,0,None,0,Winter,32.8,29.2,Normal,11997.0,3239.19
2025-01-01,S005,P018,C0468,1403.11,1491.02,1,0.064,7,7,43,0,None,0,Winter,32.8,29.2,Normal,9821.79,3732.28
2025-01-01,S005,P019,C0721,1492.0,1996.96,1,0.215,2,2,31,0,None,0,Winter,32.8,29.2,Normal,2984.01,835.52
2025-01-01,S005,P020,C0771,17999.0,19033.98,0,0.0,2,2,22,0,None,0,Winter,32.8,29.2,Normal,35998.0,7919.56
2025-01-02,S001,P001,C0549,22000.0,20977.85,0,0.0,2,2,32,0,None,0,Winter,24.6,28.4,Normal,44000.0,12320.0
2025-01-02,S001,P002,C0110,45561.97,55953.6,1,0.228,5,5,29,0,None,0,Winter,24.6,28.4,Normal,227809.83,45561.97
2025-01-02,S001,P003,C0545,69900.0,73844.97,0,0.0,8,8,37,0,None,0,Winter,24.6,28.4,Normal,559200.0,100656.0
2025-01-02,S001,P004,C0234,129900.0,125198.69,0,0.0,1,1,30,0,None,0,Winter,24.6,28.4,Normal,129900.0,20784.0
2025-01-02,S001,P005,C0608,24999.0,25945.84,0,0.0,3,3,39,0,None,0,Winter,24.6,28.4,Normal,74997.0,16499.34
2025-01-02,S001,P006,C0653,39999.0,42335.58,0,0.0,4,4,11,0,None,0,Winter,24.6,28.4,Normal,159996.0,31999.2
2025-01-02,S001,P007,C0642,17999.0,18968.42,0,0.0,1,1,35,0,None,0,Winter,24.6,28.4,Normal,17999.0,4679.74
2025-01-02,S001,P008,C0607,24999.0,25283.18,0,0.0,8,8,36,0,None,0,Winter,24.6,28.4,Normal,199992.0,49998.0
2025-01-02,S001,P009,C0656,33999.0,35011.89,0,0.0,5,5,33,0,None,0,Winter,24.6,28.4,Normal,169995.0,37398.9
2025-01-02,S001,P010,C0653,32999.0,33615.48,0,0.0,4,4,31,0,None,0,Winter,24.6,28.4,Normal,131996.0,29039.12
2025-01-02,S001,P011,C0412,1299.0,1233.67,0,0.0,8,8,41,0,None,0,Winter,24.6,28.4,Normal,10392.0,3637.2
2025-01-02,S001,P012,C0498,4490.0,4434.36,0,0.0,5,5,32,0,None,0,Winter,24.6,28.4,Normal,22450.0,5612.5
2025-01-02,S001,P013,C0440,6999.0,6666.77,0,0.0,2,2,24,0,None,0,Winter,24.6,28.4,Normal,13998.0,3219.54
2025-01-02,S001,P014,C0545,7999.0,7800.59,0,0.0,3,3,33,0,None,0,Winter,24.6,28.4,Normal,23997.0,4799.4
2025-01-02,S001,P015,C0796,17904.97,20940.13,1,0.1,3,3,31,0,None,0,Winter,24.6,28.4,Normal,53714.91,9668.68
2025-01-02,S001,P016,C0062,1230.38,1526.3,1,0.179,8,8,34,0,None,0,Winter,24.6,28.4,Normal,9843.01,3149.76
2025-01-02,S001,P017,C0133,3999.0,4007.45,0,0.0,4,4,18,0,None,0,Winter,24.6,28.4,Normal,15996.0,4318.92
2025-01-02,S001,P018,C0359,1345.93,1505.03,1,0.102,8,8,47,0,None,0,Winter,24.6,28.4,Normal,10767.45,4091.63
2025-01-02,S001,P019,C0424,1900.0,1801.1,0,0.0,6,6,30,0,None,0,Winter,24.6,28.4,Normal,11400.0,3192.0
2025-01-02,S001,P020,C0517,17999.0,19168.08,0,0.0,1,1,40,0,None,0,Winter,24.6,28.4,Normal,17999.0,3959.78
2025-01-02,S002,P001,C0639,22000.0,22902.73,0,0.0,1,1,40,0,None,0,Winter,24.6,28.4,Normal,22000.0,6160.0
2025-01-02,S002,P002,C0513,59000.0,57778.97,0,0.0,3,3,36,0,None,0,Winter,24.6,28.4,Normal,177000.0,35400.0
2025-01-02,S002,P003,C0199,69900.0,68517.82,0,0.0,1,1,31,0,None,0,Winter,24.6,28.4,Normal,69900.0,12582.0
2025-01-02,S002,P004,C0714,129900.0,133177.23,0,0.0,1,1,25,0,None,0,Winter,24.6,28.4,Normal,129900.0,20784.0
2025-01-02,S002,P005,C0030,20412.04,24357.65,1,0.183,4,4,30,0,None,0,Winter,24.6,28.4,Normal,81648.15,17962.59
2025-01-02,S002,P006,C0787,39999.0,40932.51,0,0.0,2,2,27,0,None,0,Winter,24.6,28.4,Normal,79998.0,15999.6
2025-01-02,S002,P007,C0399,17999.0,17645.36,0,0.0,4,4,22,0,None,0,Winter,24.6,28.4,Normal,71996.0,18718.96
2025-01-02,S002,P008,C0726,24999.0,25239.19,0,0.0,3,3,26,0,None,0,Winter,24.6,28.4,Normal,74997.0,18749.25
2025-01-02,S002,P009,C0401,33999.0,34342.39,0,0.0,2,2,28,0,None,0,Winter,24.6,28.4,Normal,67998.0,14959.56
2025-01-02,S002,P010,C0051,32999.0,35094.58,0,0.0,5,5,37,0,None,0,Winter,24.6,28.4,Normal,164995.0,36298.9
2025-01-02,S002,P011,C0689,1299.0,1359.34,0,0.0,3,3,26,0,None,0,Winter,24.6,28.4,Normal,3897.0,1363.95
2025-01-02,S002,P012,C0433,4490.0,4719.17,0,0.0,2,2,28,0,None,0,Winter,24.6,28.4,Normal,8980.0,2245.0
2025-01-02,S002,P013,C0097,6999.0,6632.44,0,0.0,6,6,39,0,None,0,Winter,24.6,28.4,Normal,41994.0,9658.62
2025-01-02,S002,P014,C0208,7999.0,7676.79,0,0.0,1,1,40,0,None,0,Winter,24.6,28.4,Normal,7999.0,1599.8
2025-01-02,S002,P015,C0100,19900.0,18759.38,0,0.0,2,2,31,0,None,0,Winter,24.6,28.4,Normal,39800.0,7164.0
2025-01-02,S002,P016,C0044,1190.43,1497.4,1,0.206,6,6,33,0,None,0,Winter,24.6,28.4,Normal,7142.58,2285.63
2025-01-02,S002,P017,C0680,3768.48,3876.16,1,0.058,5,5,26,0,None,0,Winter,24.6,28.4,Normal,18842.39,5087.44
2025-01-02,S002,P018,C0023,1499.0,1473.84,0,0.0,4,4,29,0,None,0,Winter,24.6,28.4,Normal,5996.0,2278.48
2025-01-02,S002,P019,C0147,1900.0,1986.29,0,0.0,3,3,30,0,None,0,Winter,24.6,28.4,Normal,5700.0,1596.0
2025-01-02,S002,P020,C0028,17999.0,18259.11,0,0.0,2,2,15,0,None,0,Winter,24.6,28.4,Normal,35998.0,7919.56
2025-01-02,S003,P001,C0584,22000.0,20869.77,0,0.0,3,3,29,0,None,0,Winter,24.6,28.4,Normal,66000.0,18480.0
2025-01-02,S003,P002,C0707,59000.0,60356.12,0,0.0,2,2,24,0,None,0,Winter,24.6,28.4,Normal,118000.0,23600.0
2025-01-02,S003,P003,C0774,69900.0,74609.21,0,0.0,1,1,26,0,None,0,Winter,24.6,28.4,Normal,69900.0,12582.0
2025-01-02,S003,P004,C0427,129900.0,126516.41,0,0.0,1,1,26,0,None,0,Winter,24.6,28.4,Normal,129900.0,20784.0
2025-01-02,S003,P005,C0691,21927.2,23500.41,1,0.123,1,1,37,0,None,0,Winter,24.6,28.4,Normal,21927.2,4823.98
2025-01-02,S003,P006,C0671,33720.74,38872.93,1,0.157,3,3,23,0,None,0,Winter,24.6,28.4,Normal,101162.22,20232.44
2025-01-02,S003,P007,C0198,17999.0,19158.05,0,0.0,2,2,38,0,None,0,Winter,24.6,28.4,Normal,35998.0,9359.48
2025-01-02,S003,P008,C0675,24999.0,25579.53,0,0.0,6,6,25,0,None,0,Winter,24.6,28.4,Normal,149994.0,37498.5
2025-01-02,S003,P009,,33999.0,32387.92,0,0.0,0,0,20,0,None,0,Winter,24.6,28.4,Normal,0.0,0.0
2025-01-02,S003,P010,C0339,32999.0,33976.23,0,0.0,4,4,17,0,None,0,Winter,24.6,28.4,Normal,131996.0,29039.12
2025-01-02,S003,P011,C0019,1299.0,1339.02,0,0.0,6,6,29,0,None,0,Winter,24.6,28.4,Normal,7794.0,2727.9
2025-01-02,S003,P012,C0030,4490.0,4528.69,0,0.0,3,3,17,0,None,0,Winter,24.6,28.4,Normal,13470.0,3367.5
2025-01-02,S003,P013,C0086,6999.0,7134.94,0,0.0,1,1,32,0,None,0,Winter,24.6,28.4,Normal,6999.0,1609.77
2025-01-02,S003,P014,C0333,7999.0,8338.71,0,0.0,4,4,23,0,None,0,Winter,24.6,28.4,Normal,31996.0,6399.2
2025-01-02,S003,P015,,19900.0,20458.32,0,0.0,0,0,20,0,None,0,Winter,24.6,28.4,Normal,0.0,0.0
2025-01-02,S003,P016,C0302,1499.0,1415.36,0,0.0,3,3,32,0,None,0,Winter,24.6,28.4,Normal,4497.0,1439.04
2025-01-02,S003,P017,C0157,3999.0,3985.91,0,0.0,2,2,8,0,None,0,Winter,24.6,28.4,Normal,7998.0,2159.46
2025-01-02,S003,P018,C0661,1499.0,1503.68,0,0.0,6,6,32,0,None,0,Winter,24.6,28.4,Normal,8994.0,3417.72
2025-01-02,S003,P019,C0535,1900.0,1993.03,0,0.0,1,1,23,0,None,0,Winter,24.6,28.4,Normal,1900.0,532.0
2025-01-02,S003,P020,C0372,17999.0,17309.91,0,0.0,3,3,22,0,None,0,Winter,24.6,28.4,Normal,53997.0,11879.34
2025-01-02,S004,P001,C0344,22000.0,21701.07,0,0.0,3,3,26,0,None,0,Winter,24.6,28.4,Normal,66000.0,18480.0
2025-01-02,S004,P002,C0376,47737.74,56521.55,1,0.191,1,1,20,0,None,0,Winter,24.6,28.4,Normal,47737.74,9547.55
2025-01-02,S004,P003,C0030,69900.0,65961.07,0,0.0,1,1,25,0,None,0,Winter,24.6,28.4,Normal,69900.0,12582.0
2025-01-02,S004,P004,C0557,129900.0,134385.36,0,0.0,1,1,26,0,None,0,Winter,24.6,28.4,Normal,129900.0,20784.0
2025-01-02,S004,P005,C0215,24999.0,24765.03,0,0.0,9,9,34,0,None,0,Winter,24.6,28.4,Normal,224991.0,49498.02
2025-01-02,S004,P006,C0271,39999.0,41782.33,0,0.0,3,3,23,0,None,0,Winter,24.6,28.4,Normal,119997.0,23999.4
2025-01-02,S004,P007,C0579,17999.0,17127.0,0,0.0,2,2,20,0,None,0,Winter,24.6,28.4,Normal,35998.0,9359.48
2025-01-02,S004,P008,C0590,24999.0,26593.04,0,0.0,5,5,27,0,None,0,Winter,24.6,28.4,Normal,124995.0,31248.75
2025-01-02,S004,P009,C0693,33999.0,32444.81,0,0.0,3,3,30,0,None,0,Winter,24.6,28.4,Normal,101997.0,22439.34
2025-01-02,S004,P010,C0468,32999.0,35127.09,0,0.0,3,3,25,0,None,0,Winter,24.6,28.4,Normal,98997.0,21779.34
2025-01-02,S004,P011,C0572,1299.0,1368.49,0,0.0,11,11,22,0,None,0,Winter,24.6,28.4,Normal,14289.0,5001.15
2025-01-02,S004,P012,C0722,4490.0,4517.1,0,0.0,2,2,16,0,None,0,Winter,24.6,28.4,Normal,8980.0,2245.0
2025-01-02,S004,P013,C0288,6999.0,6972.65,0,0.0,2,2,36,0,None,0,Winter,24.6,28.4,Normal,13998.0,3219.54
2025-01-02,S004,P014,C0411,7999.0,8250.94,0,0.0,2,2,34,0,None,0,Winter,24.6,28.4,Normal,15998.0,3199.6
2025-01-02,S004,P015,C0565,19900.0,20961.84,0,0.0,1,1,25,0,None,0,Winter,24.6,28.4,Normal,19900.0,3582.0
2025-01-02,S004,P016,C0054,1499.0,1434.08,0,0.0,3,3,40,0,None,0,Winter,24.6,28.4,Normal,4497.0,1439.04
2025-01-02,S004,P017,C0608,3999.0,4171.42,0,0.0,3,3,24,0,None,0,Winter,24.6,28.4,Normal,11997.0,3239.19
2025-01-02,S004,P018,C0422,1499.0,1447.0,0,0.0,3,3,26,0,None,0,Winter,24.6,28.4,Normal,4497.0,1708.86
2025-01-02,S004,P019,C0348,1900.0,2019.86,0,0.0,5,5,31,0,None,0,Winter,24.6,28.4,Normal,9500.0,2660.0
2025-01-02,S004,P020,,17999.0,18750.85,0,0.0,0,0,31,0,None,0,Winter,24.6,28.4,Normal,0.0,0.0
2025-01-02,S005,P001,C0417,22000.0,22014.78,0,0.0,1,1,29,0,None,0,Winter,24.6,28.4,Normal,22000.0,6160.0
2025-01-02,S005,P002,C0480,59000.0,58440.07,0,0.0,4,4,30,0,None,0,Winter,24.6,28.4,Normal,236000.0,47200.0
2025-01-02,S005,P003,C0044,69900.0,67756.11,0,0.0,2,2,19,0,None,0,Winter,24.6,28.4,Normal,139800.0,25164.0
2025-01-02,S005,P004,C0228,129900.0,130394.67,0,0.0,1,1,17,0,None,0,Winter,24.6,28.4,Normal,129900.0,20784.0
2025-01-02,S005,P005,C0287,24999.0,25157.92,0,0.0,3,3,32,0,None,0,Winter,24.6,28.4,Normal,74997.0,16499.34
2025-01-02,S005,P006,C0200,39999.0,41426.06,0,0.0,4,4,26,0,None,0,Winter,24.6,28.4,Normal,159996.0,31999.2
2025-01-02,S005,P007,C0368,17999.0,17910.3,0,0.0,6,6,22,0,None,0,Winter,24.6,28.4,Normal,107994.0,28078.44
2025-01-02,S005,P008,C0017,24999.0,26720.03,0,0.0,3,3,24,0,None,0,Winter,24.6,28.4,Normal,74997.0,18749.25
2025-01-02,S005,P009,C0160,33999.0,34045.4,0,0.0,3,3,24,0,None,0,Winter,24.6,28.4,Normal,101997.0,22439.34
2025-01-02,S005,P010,C0033,27463.36,35063.51,1,0.168,1,1,30,0,None,0,Winter,24.6,28.4,Normal,27463.36,6041.94
2025-01-02,S005,P011,C0081,1299.0,1348.07,0,0.0,6,6,19,0,None,0,Winter,24.6,28.4,Normal,7794.0,2727.9
2025-01-02,S005,P012,C0274,4490.0,4804.0,0,0.0,1,1,23,0,None,0,Winter,24.6,28.4,Normal,4490.0,1122.5
2025-01-02,S005,P013,C0757,6999.0,7482.0,0,0.0,1,1,40,0,None,0,Winter,24.6,28.4,Normal,6999.0,1609.77
2025-01-02,S005,P014,C0470,7999.0,8044.88,0,0.0,2,2,25,0,None,0,Winter,24.6,28.4,Normal,15998.0,3199.6
2025-01-02,S005,P015,C0741,16678.15,20894.05,1,0.162,2,2,15,0,None,0,Winter,24.6,28.4,Normal,33356.31,6004.13
